"BPMZ2D5R",   1.686707e-01,  2.336731e-01
"BPMZ3D5R",  -1.739197e-01,  5.980836e-01
"BPMZ4D5R",   1.198120e+00, -4.138794e-01
"BPMZ5D5R",   1.508728e+00,  1.019074e+00
"BPMZ6D5R",  -2.634278e-01,  5.680543e-01
"BPMZ7D5R",   1.289673e-01,  7.442322e-01
"BPMZ1T5R",   3.658448e-01,  2.786560e-01
"BPMZ2T5R",   2.992554e-01,  8.110658e-01
"BPMZ3T5R",  -2.423096e-02,  9.699098e-01
"BPMZ4T5R",   7.012940e-02,  4.854126e-01
"BPMZ5T5R",   4.101563e-01,  1.472839e+00
"BPMZ6T5R",   3.638001e-01,  5.737916e-01
"BPMZ7T5R",  -1.661987e-01,  4.782105e-02
"BPMZ1D6R",  -3.457032e-01,  2.858887e-01
"BPMZ2D6R",  -2.120972e-01,  4.269104e-01
"BPMZ3D6R",   6.620789e-01, -3.117981e-01
"BPMZ4D6R",  -1.999146e+00, -2.272949e-01
"BPMZ41D6R", -3.228760e-02,  1.174927e-02
"BPMZ42D6R", -6.603089e-01,  2.397766e-01
"BPMZ43D6R", -5.000611e-01, -1.469727e-01
"BPMZ44D6R",  1.234650e+00,  2.380371e-02
"BPMZ6D6R",  -2.841126e+00, -1.057678e+00
"BPMZ7D6R",  -7.184754e-01, -2.219544e-01
"BPMZ1T6R",   6.591798e-02, -8.316041e-02
"BPMZ2T6R",  -3.171082e-01,  1.875611e-01
"BPMZ3T6R",   1.168518e-01, -1.887512e-01
"BPMZ4T6R",  -6.317139e-03,  4.818726e-02
"BPMZ5T6R",  -7.608033e-02,  2.179871e-01
"BPMZ6T6R",  -1.220703e-03,  2.339173e-01
"BPMZ7T6R",  -2.859497e-01,  2.878113e-01
"BPMZ1D7R",  -1.840515e-01,  2.254639e-01
"BPMZ2D7R",   8.889771e-02,  5.613404e-01
"BPMZ3D7R",   4.471436e-01, -1.090393e-01
"BPMZ4D7R",  -1.857300e-01,  8.807374e-02
"BPMZ5D7R",   1.996765e-01,  9.813844e-01
"BPMZ6D7R",  -5.879212e-01,  6.875916e-01
"BPMZ7D7R",   7.690430e-03, -5.588074e-01
"BPMZ1T7R",   3.641053e-01,  3.431702e-01
"BPMZ2T7R",  -4.783631e-01,  4.029236e-01
"BPMZ3T7R",   3.749695e-01, -5.789490e-01
"BPMZ4T7R",  -1.642151e-01,  2.694702e-01
"BPMZ5T7R",  -6.607056e-02,  3.268433e-02
"BPMZ6T7R",  -8.050538e-01, -3.223267e-01
"BPMZ7T7R",   1.220398e-01, -3.091431e-01
"BPMZ1D8R",   2.545166e-01,  3.302002e-01
"BPMZ2D8R",   1.212769e-01,  5.897217e-01
"BPMZ3D8R",   8.132935e-02,  4.565430e-01
"BPMZ4D8R",  -1.436768e-01,  2.376709e-01
"BPMZ5D8R",  -4.596253e-01,  8.605958e-03
"BPMZ6D8R",  -1.896057e-01, -2.800598e-01
"BPMZ7D8R",   1.693421e-01,  3.395996e-01
"BPMZ1T8R",   3.254090e-01, -2.508240e-01
"BPMZ2T8R",  -2.835083e-01,  5.869141e-01
"BPMZ3T8R",   3.128357e-01, -4.053345e-01
"BPMZ4T8R",  -2.307129e-01,  8.888551e-01
"BPMZ5T8R",   1.965332e-02,  8.676148e-02
"BPMZ6T8R",   2.188111e-02, -7.896729e-01
"BPMZ7T8R",  -1.533508e-01, -1.950684e-01
"BPMZ1D1R",  -5.117798e-02,  5.253907e-01
"BPMZ2D1R",   4.290772e-02, -6.027222e-02
"BPMZ3D1R",  -2.517700e-02, -6.084290e-01
"BPMZ4D1R",  -2.322388e-02, -6.217347e-01


