    "BPMZ4T5R",    1, 1,   132.639,         71,      1,         1
    "BPMZ5T5R",    1, 1,   137.361,         73,      1,         1
    "BPMZ6T5R",    1, 1,   138.995,         74,      1,         1
    "BPMZ7T5R",    1, 1,   141.474,         75,      1,         1
    "BPMZ1D6R",    1, 1,   142.675,         76,      1,         1
    "BPMZ2D6R",    1, 1,   143.591,         77,      1,         1
    "BPMZ3D6R",    1, 1,   146.005,         78,      1,         1
    "BPMZ4D6R",    1, 1,   147.264,         79,      1,         1
    "BPMZ41D6R",   0, 0,   147.72918,       80,      1,         1
    "BPMZ42D6R",   0, 0,   149.58046,       88,      1,         1
    "BPMZ43D6R",   0, 0,   150.2976,        96,      1,         1
    "BPMZ44D6R",   0, 0,   152.32503,      104,      1,         1
    "BPMZ6D6R",    1, 1,   153.995,         82,      1,         1
    "BPMZ7D6R",    1, 1,   156.474,         83,      1,         1
    "BPMZ1T6R",    1, 1,   157.675,         84,      1,         1
    "BPMZ2T6R",    1, 1,   158.591,         85,      1,         1
    "BPMZ3T6R",    1, 1,   161.005,         86,      1,         1
    "BPMZ4T6R",    1, 1,   162.639,         87,      1,         1
    "BPMZ41T6R",   1, 1,   165.000,         81,      0.2489622, 0.8050295
    "BPMZ5T6R",    1, 1,   167.361,         89,      1,         1
    "BPMZ6T6R",    1, 1,   168.995,         90,      1,         1
    "BPMZ7T6R",    1, 1,   171.474,         91,      1,         1
    "BPMZ1D7R",    1, 1,   172.675,         92,      1,         1
    "BPMZ2D7R",    1, 1,   173.591,         93,      1,         1
    "BPMZ3D7R",    1, 1,   176.005,         94,      1,         1
    "BPMZ4D7R",    1, 1,   177.264,         95,      1,         1
    "BPMZ5D7R",    1, 1,   182.736,         97,      1,         1
    "BPMZ6D7R",    1, 1,   183.995,         98,      1,         1
    "BPMZ7D7R",    1, 1,   186.474,         99,      1,         1
    "BPMZ1T7R",    1, 1,   187.675,        100,      1,         1
    "BPMZ2T7R",    1, 1,   188.591,        101,      1,         1
    "BPMZ3T7R",    1, 1,   191.005,        102,      1,         1
    "BPMZ4T7R",    1, 1,   192.639,        103,      1,         1
    "BPMZ5T7R",    1, 1,   197.361,        105,      1,         1
    "BPMZ6T7R",    1, 1,   198.995,        106,      1,         1
    "BPMZ7T7R",    1, 1,   201.474,        107,      1,         1
    "BPMZ1D8R",    1, 1,   202.675,        108,      1,         1
    "BPMZ2D8R",    1, 1,   203.591,        109,      1,         1
    "BPMZ3D8R",    1, 1,   206.005,        110,      1,         1
    "BPMZ4D8R",    1, 1,   207.264,        111,      1,         1
    "BPMZ5D8R",    1, 1,   212.736,        113,      1,         1
    "BPMZ6D8R",    1, 1,   213.995,        114,      1,         1
    "BPMZ7D8R",    1, 1,   216.474,        115,      1,         1
    "BPMZ1T8R",    1, 1,   217.675,        116,      1,         1
    "BPMZ2T8R",    1, 1,   218.591,        117,      1,         1
    "BPMZ3T8R",    1, 1,   221.005,        118,      1,         1
    "BPMZ4T8R",    1, 1,   222.639,        119,      1,         1
    "BPMZ5T8R",    1, 1,   227.361,        121,      1,         1
    "BPMZ6T8R",    1, 1,   228.995,        122,      1,         1
    "BPMZ7T8R",    1, 1,   231.474,        123,      1,         1
    "BPMZ1D1R",    1, 1,   232.675,        124,      1,         1
    "BPMZ2D1R",    1, 1,   233.591,        125,      1,         1
    "BPMZ3D1R",    1, 1,   236.005,        126,      1,         1
    "BPMZ4D1R",    1, 1,   237.264,        127,      1,         1
    "BPMZ41D1R",   0, 0,   238.215,          8,      1,         1
    "BPMZ42D1R",   0, 0,   238.418,        128,      1,         1
